sample_id,mission_day,terrain_type,latitude,longitude,distance_to_rover_m,battery_remaining_pct,comm_delay_s,radiation_msv_h,temperature_c,spectral_ice_index,spectral_metal_index,image_confidence,storage_remaining_kg,sample_mass_g,slope_deg,scientific_value_score,priority_label
AST-0534,14,gelo_suspeito,-25.29936,-120.82366,432.14,65.55,3.83,1.562,-62.27,0.969,0.313,0.688,5.45,97.0,13.26,87.52,Alta
AST-0535,25,regolitho,-5.01251,73.84534,682.05,57.28,5.51,0.931,-91.37,0.414,0.262,0.701,5.96,136.1,13.23,31.17,Media
AST-0536,7,regolitho,13.28333,106.31645,1922.87,71.12,8.1,0.874,-28.49,0.128,0.232,0.849,2.83,129.5,5.27,13.02,Baixa
AST-0537,24,basalto,25.77655,-97.81318,335.53,58.75,7.73,1.058,-44.66,0.185,0.216,0.898,3.58,50.1,7.87,32.03,Media
AST-0538,22,regolitho,-9.12999,33.1837,111.1,92.25,6.36,1.013,-98.82,0.316,0.362,0.569,4.93,192.2,19.55,40.84,Media
AST-0539,28,regolitho,4.74219,-124.39993,1378.64,63.41,8.03,1.302,-64.5,0.545,0.149,0.821,4.33,203.5,24.74,19.75,Baixa
AST-0540,6,metalico,-30.1602,-70.71025,1157.25,54.7,7.5,1.01,29.53,0.318,0.74,0.548,4.95,110.1,18.45,42.14,Media
AST-0541,22,poeira_fina,-23.07766,139.96638,507.87,53.73,6.5,2.145,-57.54,0.499,0.362,0.73,3.9,201.7,24.2,29.86,Media
AST-0542,29,basalto,-30.16033,15.87531,2406.14,40.17,7.57,1.103,-78.78,0.126,0.18,0.91,6.91,57.9,6.16,11.26,Baixa
AST-0543,23,metalico,15.95166,138.91993,2472.21,72.02,7.33,1.049,-86.24,0.197,0.593,0.99,3.36,146.3,0.0,34.06,Media
AST-0544,6,poeira_fina,-14.8358,-98.91079,135.05,47.24,7.11,1.314,-8.38,0.565,0.23,0.764,8.0,138.1,10.63,38.26,Media
AST-0545,25,regolitho,15.66217,-61.19124,415.59,81.77,7.7,2.452,-34.26,0.235,0.401,0.653,6.04,149.8,16.63,31.54,Media
AST-0546,4,cratera,-30.35212,-10.45723,678.48,38.73,7.42,2.837,-18.59,0.363,0.54,0.734,5.46,149.5,2.7,43.12,Alta
AST-0547,18,cratera,25.37835,-7.17117,928.77,64.29,4.57,2.384,-51.05,0.561,0.313,0.797,2.84,140.8,9.13,48.81,Alta
AST-0548,15,regolitho,23.48711,179.15327,834.97,82.7,4.9,0.823,-22.89,0.197,0.349,0.716,5.57,123.7,5.29,43.0,Alta
AST-0549,16,metalico,-28.77499,-138.79969,708.52,23.26,7.88,0.938,-81.75,0.239,0.621,0.688,5.15,139.0,13.5,40.33,Media
AST-0550,16,cratera,-33.33704,126.70741,293.41,98.33,9.95,1.533,-53.45,0.148,0.107,0.743,1.33,220.0,16.29,18.44,Baixa
AST-0551,1,basalto,-31.05978,130.92553,1009.35,54.34,7.56,2.824,-49.96,0.311,0.5,0.834,2.33,113.2,5.57,30.4,Media
AST-0552,16,regolitho,24.75411,19.15151,1048.46,64.54,6.34,1.991,-19.29,0.21,0.153,0.771,4.8,269.0,12.26,9.3,Baixa
AST-0553,29,regolitho,-18.57076,-56.14662,1315.46,72.29,7.93,1.064,-49.07,0.487,0.096,0.693,4.11,110.1,2.99,24.43,Baixa
AST-0554,14,poeira_fina,3.37913,6.9214,258.32,75.07,4.18,1.217,-75.51,0.363,0.34,0.716,3.58,158.2,8.02,41.59,Media
AST-0555,9,regolitho,-5.16291,-74.71163,601.31,66.93,9.81,1.082,-56.21,0.338,0.644,0.744,5.81,176.4,2.15,42.76,Alta
AST-0556,30,regolitho,20.68679,107.67868,488.85,79.95,7.26,1.053,-104.94,0.27,0.311,0.68,3.06,129.0,9.95,31.52,Media
AST-0557,3,cratera,-0.77712,-0.6195,254.0,71.34,5.21,2.615,-122.99,0.101,0.287,0.712,3.66,221.0,6.8,24.73,Baixa
AST-0558,15,basalto,0.04626,153.30318,594.21,93.7,6.56,1.378,-34.72,0.474,0.557,0.861,3.39,175.0,15.83,49.49,Alta
AST-0559,16,basalto,34.23644,44.16888,306.36,71.4,5.56,4.001,-68.49,0.364,0.265,0.765,5.01,133.7,10.82,41.0,Media
AST-0560,15,basalto,-24.49093,5.15496,217.25,97.36,9.54,2.753,-65.32,0.246,0.222,0.597,1.89,220.4,9.41,21.59,Baixa
AST-0561,28,regolitho,23.14928,75.98497,1167.22,78.22,6.89,2.827,-34.73,0.378,0.162,0.903,3.6,89.1,23.38,17.27,Baixa
AST-0562,13,regolitho,-31.37752,1.41587,505.77,29.5,7.2,2.121,-18.88,0.169,0.459,0.836,1.89,113.9,13.68,17.16,Baixa
AST-0563,30,metalico,-1.56459,145.62229,399.47,100.0,8.05,1.297,-43.03,0.391,1.0,0.638,3.86,175.9,8.42,71.26,Alta
AST-0564,3,gelo_suspeito,27.04344,-113.59945,1529.51,51.66,5.96,2.052,-4.01,0.982,0.777,0.75,5.31,189.1,6.91,84.57,Alta
AST-0565,23,gelo_suspeito,11.56498,170.40553,1069.72,88.92,7.69,1.34,-43.92,0.598,0.438,0.703,5.34,162.7,2.73,60.98,Alta
AST-0566,18,gelo_suspeito,12.96502,112.3886,98.36,62.48,7.17,3.266,-49.54,0.552,0.179,0.864,3.28,138.0,10.54,52.51,Alta
AST-0567,8,metalico,-16.56779,129.86401,932.97,81.1,3.75,1.881,-51.27,0.256,0.414,0.749,5.05,131.2,13.15,46.88,Alta
AST-0568,7,regolitho,-5.69976,-6.15318,929.92,49.61,7.72,1.765,-93.99,0.621,0.236,0.782,4.04,207.2,0.0,35.98,Media
AST-0569,22,cratera,-9.33933,121.39256,575.78,73.26,6.81,2.542,-31.23,0.189,0.646,0.769,6.21,158.2,6.69,44.75,Alta
AST-0570,20,basalto,1.50102,-69.56133,559.48,57.44,7.19,3.432,-126.47,0.261,0.32,0.627,4.12,97.0,7.39,26.21,Baixa
AST-0571,19,cratera,-2.64404,94.30134,163.35,90.42,6.7,1.336,-74.42,0.318,0.319,0.945,0.4,93.9,6.9,52.15,Alta
AST-0572,2,metalico,-12.11712,-129.43794,2388.67,69.9,8.78,3.587,-57.36,0.071,0.784,0.863,5.55,228.2,11.3,22.74,Baixa
AST-0573,18,basalto,-13.61636,-69.46131,592.49,78.85,9.87,1.442,-80.11,0.281,0.366,0.708,3.66,105.5,12.28,28.67,Media
AST-0574,30,metalico,-17.4403,-19.53624,898.37,23.05,4.55,0.833,-70.65,0.573,0.784,0.811,3.92,160.0,10.14,61.61,Alta
AST-0575,1,poeira_fina,-9.44669,-63.9649,617.27,60.46,6.19,1.118,-6.5,0.076,0.351,0.897,4.77,219.3,14.85,27.03,Baixa
AST-0576,15,basalto,-24.5041,-40.67384,404.88,69.39,8.26,0.746,-27.09,0.185,0.649,0.796,2.31,174.8,6.91,40.27,Media
AST-0577,15,poeira_fina,26.0473,115.23771,1227.58,66.03,8.43,2.105,-77.2,0.21,0.422,0.961,4.4,103.3,10.68,27.24,Baixa
AST-0578,27,basalto,7.14836,-87.59668,784.83,79.3,8.07,0.983,-71.15,0.154,0.44,0.99,5.05,89.1,3.98,40.81,Media
AST-0579,9,poeira_fina,-25.63495,88.30122,596.25,55.41,12.98,1.692,-93.76,0.152,0.801,0.776,4.81,247.8,12.99,27.55,Baixa
AST-0580,15,cratera,13.57015,-153.46366,891.73,62.88,8.49,3.176,-38.26,0.212,0.116,0.726,3.46,87.7,18.93,13.72,Baixa
AST-0581,22,basalto,24.33665,95.66608,660.13,83.26,9.46,1.159,-64.99,0.571,0.188,0.681,5.69,114.6,2.61,48.83,Alta
AST-0582,2,basalto,-18.3725,105.12837,2018.54,20.98,7.27,1.39,-113.06,0.146,0.297,0.547,2.9,165.5,9.91,0.0,Baixa
AST-0583,25,regolitho,-24.45796,-35.38844,1200.07,72.61,5.17,0.872,-55.18,0.145,0.444,0.927,3.42,133.0,10.74,22.94,Baixa
AST-0584,25,cratera,-34.39679,80.09202,993.51,55.99,6.52,1.705,-45.71,0.198,0.425,0.751,4.11,176.6,15.38,31.26,Media
AST-0585,22,poeira_fina,-31.69248,149.44983,183.43,45.58,8.2,4.994,-31.03,0.702,0.077,0.886,4.71,64.3,13.23,34.56,Media
AST-0586,20,gelo_suspeito,18.35759,108.25667,1017.12,68.06,8.12,2.226,-60.05,0.761,0.241,0.908,3.85,133.4,5.95,69.92,Alta
AST-0587,23,regolitho,34.10304,-39.43926,1000.01,84.09,8.1,1.392,-68.43,0.371,0.405,0.671,6.02,182.3,16.35,26.98,Baixa
AST-0588,24,cratera,-31.85838,-5.68313,311.1,80.7,6.25,1.626,-2.38,0.571,0.515,0.688,4.71,182.5,19.56,58.73,Alta
AST-0589,28,regolitho,17.36497,100.56872,179.32,59.57,5.81,1.539,-57.82,0.218,0.528,0.982,4.41,113.5,5.93,40.44,Media
AST-0590,13,regolitho,-29.96965,-74.66595,1167.53,77.76,6.94,1.663,-37.85,0.271,0.226,0.782,4.66,88.8,3.0,25.12,Baixa
AST-0591,14,poeira_fina,6.4493,109.39779,1265.58,77.63,9.0,1.299,-73.11,0.051,0.111,0.717,5.33,156.8,6.46,4.8,Baixa
AST-0592,20,cratera,17.92527,-61.89439,433.93,60.43,8.66,2.6,-38.68,0.34,0.452,0.675,4.64,72.8,6.67,41.21,Media
AST-0593,6,cratera,-9.85569,110.15661,418.47,49.52,4.59,1.766,-98.76,0.289,0.248,0.774,1.77,215.6,15.85,25.06,Baixa
AST-0594,26,basalto,-34.23457,-148.75184,775.3,50.57,8.73,1.019,-70.94,0.474,0.47,0.956,5.83,153.7,19.28,41.71,Media
AST-0595,24,regolitho,6.66325,-164.01697,504.5,77.08,5.43,1.853,-91.83,0.136,0.107,0.865,4.47,106.7,20.95,24.39,Baixa
AST-0596,19,cratera,34.38712,179.16316,175.46,61.24,7.66,1.523,-74.94,0.665,0.736,0.81,5.26,87.0,9.12,76.08,Alta
AST-0597,10,gelo_suspeito,-16.96678,133.00456,308.06,43.17,6.3,2.177,-22.99,1.0,0.131,0.965,3.73,110.2,16.51,70.78,Alta
AST-0598,11,gelo_suspeito,-21.73561,137.8251,875.83,31.67,10.57,1.558,-75.15,0.553,0.26,0.944,1.74,59.1,11.59,40.05,Media
AST-0599,14,poeira_fina,-26.32519,162.46078,323.17,76.97,5.81,0.689,-37.89,0.082,0.271,0.827,1.11,172.2,0.0,25.88,Baixa
AST-0600,20,basalto,3.86789,-22.20613,1307.86,52.16,7.83,1.648,-15.52,0.255,0.546,0.99,2.98,100.8,8.67,28.56,Media
AST-0601,24,basalto,6.75116,-76.7392,989.06,67.95,8.54,0.735,-58.77,0.551,0.357,0.763,5.02,167.0,7.89,46.14,Alta
AST-0602,21,metalico,20.45896,-133.191,900.26,84.31,5.22,2.143,-30.17,0.597,0.611,0.911,6.12,174.6,19.48,65.12,Alta
AST-0603,28,poeira_fina,17.71513,0.43529,763.85,38.44,6.89,1.402,-43.13,0.57,0.382,0.747,4.72,198.1,4.9,36.57,Media
AST-0604,29,gelo_suspeito,27.4779,-100.7826,390.21,61.19,6.19,3.607,-54.74,0.791,0.3,0.889,2.83,158.9,14.94,57.05,Alta
AST-0605,22,poeira_fina,21.40409,156.79831,1082.07,58.93,6.14,2.54,-36.99,0.127,0.326,0.763,3.2,206.9,10.25,11.02,Baixa
AST-0606,12,metalico,-17.6913,-178.55886,381.2,68.84,5.8,0.973,-6.48,0.099,0.543,0.841,6.21,221.2,0.88,50.93,Alta
AST-0607,18,poeira_fina,3.91142,-128.44917,1356.09,84.3,9.92,0.632,-75.84,0.16,0.557,0.99,2.46,159.2,7.13,23.83,Baixa
AST-0608,13,regolitho,-14.18116,-91.26869,1819.66,38.07,6.48,1.117,-84.86,0.497,0.145,0.895,7.24,162.5,21.72,15.95,Baixa
AST-0609,19,gelo_suspeito,-11.91502,-108.37558,781.55,72.26,8.3,0.905,-86.5,0.823,0.407,0.842,6.93,114.3,9.79,73.46,Alta
AST-0610,25,cratera,30.23611,-98.71976,1667.33,80.57,8.38,4.268,-30.16,0.469,0.157,0.705,7.29,90.7,21.34,22.84,Baixa
AST-0611,12,basalto,12.73271,56.17714,311.76,58.65,3.65,1.561,-26.38,0.318,0.803,0.811,4.83,215.5,16.96,45.28,Alta
AST-0612,16,gelo_suspeito,33.22133,-62.09565,996.61,59.53,8.35,2.387,-73.04,0.568,0.336,0.679,3.82,178.3,7.86,39.19,Media
AST-0613,2,poeira_fina,-5.81612,41.40878,695.7,69.53,3.89,1.38,-117.81,0.196,0.466,0.888,4.8,182.8,2.02,43.4,Alta
AST-0614,23,poeira_fina,2.62063,140.49286,1180.89,68.21,8.73,1.447,-76.89,0.45,0.116,0.885,5.57,112.5,2.94,28.63,Media
AST-0615,15,cratera,-0.90192,36.92044,104.86,72.48,5.46,2.55,-42.66,0.169,0.13,0.77,3.39,234.3,22.24,20.8,Baixa
AST-0616,14,gelo_suspeito,-27.48991,70.0318,1134.58,72.1,7.33,2.58,-59.87,0.636,0.481,0.973,2.76,132.4,12.06,63.33,Alta
AST-0617,16,gelo_suspeito,-18.43086,-48.41881,420.76,44.32,3.95,1.804,-52.95,0.852,0.216,0.958,3.9,100.9,0.0,72.78,Alta
AST-0618,7,cratera,1.93455,-122.49415,720.66,79.82,7.28,1.096,-72.65,0.39,0.548,0.806,3.22,113.4,20.14,43.37,Alta
AST-0619,18,regolitho,-30.2838,-64.58974,2362.83,83.0,10.23,3.255,-29.61,0.389,0.284,0.852,6.04,231.4,0.0,13.32,Baixa
AST-0620,23,regolitho,30.20234,167.14175,1019.33,65.35,5.45,1.375,-48.39,0.381,0.16,0.725,3.44,83.9,5.22,36.88,Media
AST-0621,11,metalico,-26.33094,43.8521,930.21,35.11,5.83,1.278,-41.58,0.363,0.785,0.76,4.43,103.7,11.57,54.91,Alta
AST-0622,4,basalto,-21.14135,-80.096,879.0,59.93,8.13,0.439,-53.55,0.512,0.552,0.671,5.68,304.4,28.64,38.58,Media
AST-0623,12,poeira_fina,18.57249,-17.6705,1449.47,65.5,8.59,2.086,-43.32,0.181,0.462,0.737,6.09,196.8,16.71,16.51,Baixa
AST-0624,6,basalto,-28.21458,120.78469,1207.85,41.4,2.01,1.641,-45.16,0.302,0.506,0.779,4.59,104.7,7.62,32.28,Media
AST-0625,12,poeira_fina,28.01947,60.63969,885.75,55.52,11.57,1.64,-83.99,0.163,0.237,0.607,4.84,85.5,11.2,3.5,Baixa
AST-0626,19,cratera,15.79907,21.83502,811.53,36.63,8.24,2.119,-47.55,0.061,0.178,0.853,2.88,53.0,20.65,8.31,Baixa
AST-0627,4,metalico,-30.19654,138.65864,774.16,72.93,8.59,1.211,-35.84,0.295,0.389,0.902,5.73,150.3,20.95,43.77,Alta
AST-0628,23,regolitho,13.42929,62.07825,668.41,64.99,6.66,1.328,-25.66,0.918,0.285,0.789,6.07,185.0,9.27,67.96,Alta
AST-0629,7,basalto,9.214,51.3827,254.45,32.38,2.6,1.932,-46.35,0.317,0.646,0.493,1.68,228.5,9.47,35.94,Media
AST-0630,27,metalico,18.01446,-111.68347,1004.63,68.33,8.7,2.091,-85.03,0.219,0.564,0.762,6.77,40.8,5.19,52.55,Alta
AST-0631,22,poeira_fina,22.97385,-141.70007,454.65,60.98,5.58,1.413,-80.72,0.186,0.458,0.637,3.32,72.1,15.66,30.37,Media
AST-0632,9,metalico,15.28454,167.45116,610.7,71.3,8.13,2.404,-70.18,0.653,0.663,0.723,5.13,138.4,18.18,64.91,Alta
AST-0633,17,regolitho,6.03234,35.58901,1262.2,54.95,6.92,1.514,-52.7,0.246,0.121,0.95,4.41,298.3,0.0,18.64,Baixa
AST-0634,4,cratera,-12.42757,-30.35397,679.86,47.57,7.51,1.683,-61.42,0.571,0.387,0.522,4.22,193.7,9.76,37.94,Media
AST-0635,3,regolitho,13.80916,32.0475,642.1,48.12,5.25,1.715,-89.46,0.271,0.077,0.7,4.01,165.5,2.51,12.69,Baixa
AST-0636,29,regolitho,31.98801,-157.74769,783.21,52.31,8.96,0.851,-89.63,0.089,0.394,0.881,2.91,77.6,12.06,19.0,Baixa
AST-0637,25,gelo_suspeito,6.12652,115.96582,554.1,62.34,4.28,1.741,-116.76,0.873,0.441,0.713,5.03,28.4,2.33,86.25,Alta
AST-0638,5,gelo_suspeito,11.50414,-102.00761,2330.73,64.66,13.11,0.784,-145.0,0.572,0.279,0.704,3.9,147.1,1.76,34.45,Media
AST-0639,9,metalico,-4.40104,109.63656,2130.15,58.57,12.95,0.988,-61.69,0.11,0.303,0.99,2.47,139.5,18.86,6.47,Baixa
AST-0640,6,poeira_fina,17.92846,12.37624,2094.92,54.38,11.59,0.632,6.97,0.357,0.267,0.832,2.85,130.3,9.84,9.01,Baixa
AST-0641,12,gelo_suspeito,34.83672,-80.43408,881.02,55.67,9.94,1.449,-7.69,0.706,0.476,0.893,2.49,124.1,10.58,54.24,Alta
AST-0642,9,metalico,-23.77275,-169.12442,432.17,100.0,6.62,3.236,-85.39,0.325,0.739,0.844,3.57,103.8,14.02,69.85,Alta
AST-0643,10,regolitho,-20.83163,113.70001,1284.67,48.13,9.98,1.488,-53.8,0.38,0.035,0.808,4.98,91.2,17.8,4.64,Baixa
AST-0644,16,regolitho,2.76064,-116.47435,557.32,51.96,6.69,2.095,-99.01,0.243,0.41,0.929,3.3,221.4,8.07,27.44,Baixa
AST-0645,6,basalto,-1.30372,-161.35016,1359.44,100.0,4.05,4.52,-94.74,0.417,0.527,0.99,5.67,96.2,8.23,55.2,Alta
AST-0646,27,poeira_fina,5.00988,92.11598,416.28,69.58,10.1,1.881,-91.53,0.194,0.165,0.605,4.13,129.8,8.26,11.81,Baixa
AST-0647,22,regolitho,-31.56482,-53.98444,925.08,37.16,9.64,1.111,-64.31,0.448,0.582,0.786,3.89,142.9,18.57,31.31,Media
AST-0648,23,basalto,-6.70065,-39.83976,1486.16,77.17,7.49,1.182,-63.11,0.574,0.282,0.785,4.32,183.8,10.52,36.72,Media
AST-0649,6,gelo_suspeito,5.80848,-91.05567,580.87,45.62,4.22,1.569,-50.92,0.662,0.643,0.743,6.25,98.1,8.96,77.45,Alta
AST-0650,22,regolitho,5.96339,129.30425,579.31,78.36,5.62,1.18,-39.43,0.495,0.531,0.898,2.38,198.8,13.74,47.58,Alta
AST-0651,26,cratera,11.01338,-72.96137,197.44,58.2,2.63,2.092,-67.43,0.281,0.509,0.818,6.62,113.1,27.46,46.66,Alta
AST-0652,6,poeira_fina,15.41512,-104.33067,426.56,54.08,8.88,2.443,-56.99,0.409,0.329,0.99,5.64,136.1,11.52,42.15,Media
AST-0653,23,gelo_suspeito,9.9083,-68.6701,869.2,90.96,3.59,2.489,-88.63,0.702,0.371,0.911,4.27,235.4,9.11,69.41,Alta
AST-0654,11,regolitho,20.31702,-106.86615,961.55,72.2,7.82,0.747,-95.65,0.115,0.473,0.94,5.96,91.7,24.6,17.41,Baixa
AST-0655,24,poeira_fina,8.73324,-65.64412,1058.41,79.51,5.4,1.085,-99.97,0.535,0.34,0.658,3.85,184.6,20.31,30.94,Media
AST-0656,15,cratera,2.62554,-150.14296,131.26,69.83,3.46,1.826,-39.82,0.448,0.22,0.701,4.7,200.3,21.68,45.34,Alta
AST-0657,25,poeira_fina,7.43375,-122.92919,559.32,54.0,7.42,2.054,-67.46,0.117,0.524,0.71,3.54,162.0,7.5,20.26,Baixa
AST-0658,5,cratera,-27.91646,-29.86096,220.21,73.0,5.92,3.316,-110.39,0.151,0.551,0.936,5.65,138.5,11.55,49.87,Alta
AST-0659,12,basalto,-15.87904,136.60807,839.21,83.77,8.94,5.29,-59.77,0.271,0.089,0.684,3.31,261.9,0.0,18.48,Baixa
AST-0660,9,cratera,1.91798,-159.37533,163.58,64.43,3.83,2.062,-92.97,0.241,0.4,0.687,4.23,144.2,22.04,37.7,Media
AST-0661,8,cratera,26.10911,-103.43711,281.92,94.43,5.04,2.071,-11.51,0.491,0.543,0.667,5.25,156.2,13.42,55.24,Alta
AST-0662,10,poeira_fina,12.53361,147.00444,1194.2,77.31,2.1,2.044,-74.21,0.301,0.434,0.99,5.77,126.5,0.0,41.62,Media
AST-0663,12,regolitho,-28.67143,140.40528,466.24,65.82,2.03,1.154,-38.92,0.288,0.359,0.774,3.15,153.3,19.41,36.58,Media
AST-0664,4,regolitho,6.45925,64.6023,1676.44,66.53,11.65,1.472,-27.51,0.146,0.441,0.848,5.35,198.0,8.64,5.62,Baixa
AST-0665,22,cratera,-19.47834,-93.42952,1077.11,64.47,11.85,2.156,-84.74,0.128,0.21,0.665,2.93,129.9,16.25,3.32,Baixa
AST-0666,17,gelo_suspeito,16.38116,-28.8682,583.31,39.48,7.12,0.482,-55.87,0.561,0.821,0.896,1.29,29.0,0.41,79.24,Alta
AST-0667,25,metalico,22.92086,-103.96044,1320.16,60.38,5.63,1.658,-42.5,0.2,0.51,0.595,3.25,173.2,14.45,33.9,Media
AST-0668,22,poeira_fina,6.54194,-133.70814,620.71,65.98,6.29,1.445,-54.76,0.19,0.288,0.682,5.47,85.7,14.51,24.65,Baixa
AST-0669,5,cratera,6.39538,-43.20058,1149.45,54.51,9.24,3.254,-47.89,0.321,0.422,0.71,4.28,185.8,17.24,15.86,Baixa
AST-0670,3,cratera,-11.2986,27.29578,409.97,68.08,5.66,2.045,-95.23,0.327,0.392,0.814,3.55,144.9,12.12,43.2,Alta
AST-0671,13,regolitho,-3.7625,-50.42424,1370.62,62.38,8.0,0.892,-42.49,0.611,0.724,0.703,4.38,196.9,29.39,37.29,Media
AST-0672,15,basalto,25.48758,39.89684,179.24,75.93,6.6,1.396,-71.61,0.029,0.251,0.958,4.33,92.8,2.58,36.89,Media
AST-0673,8,poeira_fina,15.63242,-73.3483,281.55,73.94,5.45,0.612,-48.22,0.038,0.213,0.845,5.17,115.6,5.95,32.3,Media
AST-0674,24,gelo_suspeito,1.38276,-55.49381,325.12,65.01,5.57,0.909,-32.24,0.55,0.169,0.714,2.04,126.3,15.96,56.08,Alta
AST-0675,18,basalto,-9.22373,104.64249,445.27,37.39,7.46,2.088,-39.27,0.186,0.682,0.9,4.16,63.5,3.9,41.0,Media
AST-0676,23,cratera,-31.47342,136.1933,890.71,94.23,4.99,1.941,-48.24,0.658,0.182,0.747,4.47,206.1,5.92,56.14,Alta
AST-0677,4,poeira_fina,-24.98948,-64.06773,706.34,59.45,8.0,2.375,-40.02,0.364,0.61,0.725,2.39,55.6,18.92,26.67,Baixa
AST-0678,25,basalto,-21.48824,25.74569,1158.25,60.54,6.29,0.647,-38.72,0.227,0.493,0.889,2.37,205.4,15.24,33.92,Media
AST-0679,7,regolitho,-8.86315,-79.86158,1499.59,55.83,7.85,1.406,-16.13,0.314,0.282,0.52,3.79,168.3,14.39,6.93,Baixa
AST-0680,14,cratera,31.09006,-160.79953,160.28,53.21,9.66,1.878,-58.95,0.495,0.298,0.871,4.31,134.1,16.19,38.87,Media
AST-0681,14,regolitho,0.36074,85.62859,1617.32,89.79,7.29,2.411,-53.41,0.278,0.326,0.712,4.32,164.0,6.15,28.35,Media
AST-0682,25,regolitho,-18.56119,-118.43875,610.64,86.95,8.96,2.123,-31.9,0.483,0.463,0.711,3.52,162.5,9.23,38.73,Media
AST-0683,9,regolitho,-27.59749,-26.74349,2069.24,70.0,4.04,2.094,-71.73,0.263,0.578,0.99,3.46,123.0,10.45,24.41,Baixa
AST-0684,8,basalto,-11.31861,-4.66362,395.44,60.06,5.75,3.138,-95.39,0.381,0.595,0.732,3.75,161.4,16.92,39.82,Media
AST-0685,11,gelo_suspeito,22.10114,-113.59023,116.21,73.14,6.64,1.329,-44.19,0.727,0.232,0.895,4.72,185.2,13.98,75.77,Alta
AST-0686,11,cratera,-8.166,-145.96007,1085.26,63.33,11.51,3.182,-63.77,0.384,0.74,0.821,6.04,93.0,9.3,32.18,Media
AST-0687,6,cratera,19.07541,-54.71531,1040.34,58.58,2.93,1.627,-91.81,0.054,0.301,0.832,1.19,164.0,23.83,16.97,Baixa
AST-0688,6,poeira_fina,21.18935,162.82293,288.16,68.09,6.49,0.964,-43.98,0.379,0.591,0.762,5.17,25.0,0.0,51.81,Alta
AST-0689,7,metalico,-27.24255,41.44881,313.93,54.06,9.93,2.201,-17.93,0.159,0.544,0.757,4.14,38.9,8.76,39.99,Media
AST-0690,15,basalto,7.60618,-42.69232,1216.05,66.54,5.64,0.797,-103.63,0.171,0.491,0.958,5.04,176.0,3.01,38.0,Media
AST-0691,11,cratera,32.13672,-165.9921,920.38,65.68,6.69,2.852,-29.37,0.227,0.67,0.892,5.96,122.0,11.46,47.89,Alta
AST-0692,12,poeira_fina,-6.85033,36.09838,565.98,72.85,7.63,1.641,-129.04,0.257,0.465,0.735,3.24,98.1,24.49,25.3,Baixa
AST-0693,22,regolitho,-31.43391,-146.78725,984.77,50.86,7.61,2.54,-69.21,0.428,0.72,0.675,5.62,142.1,0.71,47.05,Alta
AST-0694,8,cratera,29.63119,15.31587,858.47,74.78,10.56,2.033,-6.47,0.105,0.125,0.726,2.54,123.2,9.71,16.74,Baixa
AST-0695,28,poeira_fina,26.85664,90.70218,343.01,45.69,7.73,1.608,-67.19,0.603,0.291,0.898,4.48,90.6,14.57,38.88,Media
AST-0696,23,basalto,1.5499,-27.50927,1276.45,51.69,10.33,1.972,-55.48,0.324,0.299,0.92,3.96,54.9,7.71,21.34,Baixa
AST-0697,6,gelo_suspeito,3.65772,-72.21186,1117.57,52.48,6.51,1.164,-36.64,0.716,0.634,0.851,4.36,36.8,12.09,72.17,Alta
AST-0698,10,basalto,-20.17812,-162.94168,717.94,42.7,5.38,1.141,-106.06,0.096,0.459,0.612,2.92,185.6,21.01,20.3,Baixa
AST-0699,6,gelo_suspeito,22.36155,-171.07996,1216.58,80.28,6.87,1.942,-55.98,0.41,0.272,0.873,4.91,121.8,15.58,42.44,Media
AST-0700,9,cratera,-0.098,-25.19043,2233.49,44.56,5.55,2.323,-56.2,0.309,0.288,0.933,6.52,198.3,11.63,21.33,Baixa
AST-0701,11,regolitho,-32.62855,138.0043,310.73,49.42,7.79,1.306,-5.86,0.859,0.798,0.809,2.94,121.2,10.06,65.6,Alta
AST-0702,4,cratera,12.81105,-92.1374,585.24,84.6,6.07,2.283,-92.6,0.571,0.31,0.99,4.57,164.5,17.28,51.16,Alta
AST-0703,1,regolitho,31.53474,26.65998,607.0,51.73,5.46,3.214,-68.68,0.728,0.331,0.645,5.5,138.1,15.44,39.71,Media
AST-0704,14,poeira_fina,23.04053,66.3501,1199.01,58.61,8.45,1.285,-83.99,0.349,0.112,0.865,3.88,147.4,11.15,12.33,Baixa
AST-0705,22,cratera,-15.59613,-158.10125,440.94,43.78,4.3,2.331,-86.96,0.058,0.381,0.678,6.2,150.1,18.97,31.35,Media
AST-0706,10,basalto,-31.26724,-124.88386,1154.99,76.99,9.02,0.727,-26.43,0.18,0.294,0.906,3.7,120.5,13.53,23.07,Baixa
AST-0707,26,metalico,30.8246,-60.74035,482.92,77.24,5.79,1.539,-57.25,0.185,0.86,0.857,4.14,77.4,10.35,69.35,Alta
AST-0708,12,metalico,30.59439,61.23354,280.4,75.3,9.25,2.108,-73.56,0.256,0.843,0.988,2.91,187.1,6.76,60.96,Alta
AST-0709,28,cratera,2.26907,-21.94736,748.54,71.68,6.17,3.201,-72.5,0.434,0.259,0.845,4.48,232.6,20.16,28.86,Media
AST-0710,8,basalto,9.96222,84.31022,474.76,63.32,8.23,1.647,-73.77,0.205,0.755,0.746,4.3,236.3,13.04,40.41,Media
AST-0711,17,poeira_fina,-2.618,132.33523,801.93,52.56,7.47,2.411,-71.27,0.247,0.405,0.736,5.19,114.6,0.0,21.98,Baixa
